firstname,lastname,team,age,trueShooting,usage,assist,rebound,defensive,blocks
Christian,Donoghue,Philadelphia 76ers,21,52.13,3.72,56.47,85.68,33.8,58.97
Selia,Holtz,Toronto Raptors,23,75.64,65.35,38.8,70.9,52.51,80.99
Dorthy,Percy,Oklahoma City Thunder,19,49.34,33.58,30.1,33.68,40.72,14.53
Kimberley,Hashim,Detroit Pistons,23,35.08,46.06,7.07,64.89,90.39,59.59
Blondelle,Colbert,New York Knicks,22,29.73,13.25,25.55,25.01,83.39,57.06
Thalia,Adalbert,Miami Heat,27,49.96,36.1,55.15,87.04,37.38,31.32
Annecorinne,Greenwald,New Orleans Pelicans,23,7.49,56.09,14.2,71.06,99.05,36.29
Elvira,Guildroy,Philadelphia 76ers,19,5.58,24.33,45.33,72.2,58.13,51.18
Adriana,Jethro,Dallas Mavericks,27,38.84,71.59,39.03,48.17,83.75,40.55
Mary,Verger,Houston Rockets,23,94,97.32,26.25,89.02,51.31,80.18
Brianna,Erich,Portland Trail Blazers,30,76.08,39.09,51.6,96.17,76.29,18.42
Peri,Wattenberg,Boston Celtics,21,99.88,45.36,8.05,49.92,6.33,13.79
Hildegaard,Westphal,Memphis Grizzlies,20,40.01,49.48,28.79,40.52,54.48,39.71
Emilia,Keily,New York Knicks,24,59.24,13.92,46.62,9.86,92.42,16.46
Ethel,Goth,Milwaukee Bucks,22,38.8,53,37.69,21.26,7.03,16.08
Kore,Eckblad,Atlanta Hawks,25,50.53,82.15,73.34,74.36,40.35,51.19
Lita,Phi,New York Knicks,26,39.12,61.04,86.92,76.52,1.08,68.84
Goldie,Leler,Toronto Raptors,18,41.35,36.61,18.58,42.02,42.28,3.8
Florie,Morgun,San Antonio Spurs,20,30.67,31.33,96.17,48.71,53.28,76.31
Tersina,Gaynor,Denver Nuggets,19,92.46,38.47,10.73,23.64,12.82,3.15
Helena,Darian,Chicago Bulls,21,75.58,86.17,7.02,33.51,16.18,66.17
Correy,Koehler,Washington Wizards,22,43.38,87.51,84.54,73.28,76.83,54.67
Katharina,Narton,Atlanta Hawks,23,48.95,56.8,6.34,25.63,74.51,36.48
Susan,Moseley,Atlanta Hawks,21,54.91,74.42,66.4,27.18,78.42,67.07
Roberta,Fabiola,Utah Jazz,22,41.46,58.3,51.66,14.88,50.72,15.64
Audrie,Ledah,Milwaukee Bucks,25,4.89,35.11,7.27,53.26,49.35,13.07
Leona,Clara,New Orleans Pelicans,26,41.88,43.99,59.24,45.39,37.3,41.83
Gaylene,Lowry,Detroit Pistons,29,79.8,13.62,57.87,49.63,35.97,90.5
Orsola,Lunsford,New Orleans Pelicans,25,8.41,73.31,25.15,4.75,15.78,2.95
Jacenta,Wandie,Houston Rockets,26,51.05,79.51,17.9,56.35,5.65,47.06
Lenna,Burnside,New Orleans Pelicans,20,45.41,31.06,23.01,54.83,33.27,46.3
Violet,Wareing,Boston Celtics,28,71,90.66,25.09,92.14,55.6,33.77
Kamilah,Wenoa,Toronto Raptors,19,75.7,13.35,67.32,71.31,57.8,72.2
Sybille,Nerita,Charlotte Hornets,19,65.13,42.97,69.96,98.61,40.13,2
Trudie,Bow,Indiana Pacers,22,1.65,90.84,68.76,67.99,16.93,35.25
Mara,Wenoa,Phoenix Suns,19,2.79,23.24,86.52,39.74,88.21,28.08
Alia,Danby,Boston Celtics,18,92.11,30.76,6.71,70.66,37.11,58.65
Sindee,Pierette,Miami Heat,20,53.98,26.16,50.87,82.02,87.37,12.88
Courtnay,Rolf,Cleveland Cavaliers,30,30.2,53.84,3.65,69.94,41.96,42.72
Audrie,Aurelio,Charlotte Hornets,21,16.97,88.31,80.07,69.23,86.49,70.5
Tressa,Kiersten,Oklahoma City Thunder,18,86.74,89.12,69.66,27.43,92.3,40.16
Devina,Dahlia,Portland Trail Blazers,24,80.24,32.8,81.73,28.82,35.84,73.46
Micheline,Pettiford,Philadelphia 76ers,28,84.04,37.54,26.82,36.18,90.78,53.8
Brianna,Sprage,Detroit Pistons,29,4.1,32.22,83.29,20.21,59.15,97.95
Kathi,Guildroy,Atlanta Hawks,18,5.69,40.15,77.3,34.96,43.95,28.53
Calla,Calhoun,,22,30.62,41.44,59.34,35.43,28.63,11.2
Christian,Firmin,Utah Jazz,29,53.08,92.15,99.47,72.02,8.31,55.95
Dulce,Catie,Brooklyn Nets,30,47.8,57.35,80.96,95.54,7.05,40.96
Kelly,Raychel,Golden State Warriors,24,64.68,44.5,86.62,97.55,70.87,58.56
Yvonne,Fennessy,Minnesota Timberwolves,22,9.08,73.87,87.13,42.47,88.25,41.35
Lexine,Hortensia,Portland Trail Blazers,21,12.93,86.09,41.69,45.03,93.28,72.09
Roseline,Marden,Chicago Bulls,25,46.79,49.19,30.02,17.44,93.81,88.99
Joceline,Cressida,Golden State Warriors,26,61.24,75.06,62.57,19.06,40.67,97.97
Fidelia,Tristram,Detroit Pistons,20,1.8,34.75,3.44,81.08,87.79,97.17
Maisey,Arley,New Orleans Pelicans,20,93.88,33.38,47.38,5.06,77.57,29.1
Beverley,Korey,LA Clippers,26,69.39,32.59,63.96,36.85,52.94,43.76
Arlena,Bivins,Cleveland Cavaliers,28,84.79,50.99,8.38,76.34,72.81,77.74
Aubrie,Sekofski,Memphis Grizzlies,26,88.61,68.84,5.76,1.6,79.59,49.86
Catrina,Kare,Sacramento Kings,21,52.15,5.73,36.19,30.65,94.39,4.53
Stephanie,Chapland,Toronto Raptors,22,29.79,81.15,39.57,92.09,89.07,11.17
Tonia,Alabaster,Utah Jazz,21,14.73,39.04,79.64,86.05,81.39,7.41
Hope,Henrie,Charlotte Hornets,23,29.4,29.02,76.35,38.44,73.37,96.13
Tomasina,Mich,Portland Trail Blazers,20,39.26,5.48,65.28,91.42,19.04,44
Kimmy,Johnsson,LA Clippers,24,11.42,85.63,61.22,33.79,58.95,65.31
Chandra,Obed,Chicago Bulls,27,18.05,18.06,93.79,42.15,32.53,80.32
Gretal,Harned,Portland Trail Blazers,28,61.4,53.99,44.15,76.37,81.95,56.59
Aili,Cosenza,Toronto Raptors,22,19.97,75.91,23.5,52.98,69.79,89.6
Gusella,Jary,Milwaukee Bucks,22,77.86,53.06,49.99,25.07,24.34,52.19
Ayn,Marsden,Utah Jazz,22,10.76,23.71,47.7,36.55,86.57,92.61
Susette,Eno,Toronto Raptors,25,5.17,91.18,41.87,17.73,43.61,91.32
Minne,Atonsah,Denver Nuggets,23,19.76,96.1,66.32,87.7,2.21,23.65
Roxane,Fillbert,Sacramento Kings,25,61.5,30.19,70.56,23.12,49.89,10.53
Shel,Sinegold,Golden State Warriors,22,98.77,84.38,74.88,71.36,60.03,4.83
Alameda,Jorgan,Chicago Bulls,21,11.07,61.77,80.58,79.09,52.64,25.46
Kamilah,Hermes,Indiana Pacers,19,35.73,89.64,56.75,42.88,64.79,81.67
Concettina,Damarra,Oklahoma City Thunder,18,26.63,64.24,24.36,9.04,43.18,13.67
Alie,Daegal,Indiana Pacers,21,78.86,45.88,75.29,87.82,66.21,98.71
Phedra,Dulciana,New Orleans Pelicans,22,88.52,5.93,90.32,42.69,39.38,21.16
Yetty,Erich,Charlotte Hornets,22,70.13,83.15,61.18,69.8,19.81,95.19
