firstname,lastname,team,age,trueShooting,usage,assist,rebound,defensive,blocks
Caritta,Cosenza,Utah Jazz,21,29.54,95.35,43.28,25.35,42.2,21.93
Fawne,Joseph,Minnesota Timberwolves,19,33.11,73.56,39.03,1.56,36.84,43.34
Jacquetta,Belanger,New Orleans Pelicans,30,46.38,34.67,79.72,82.36,61.79,32.59
Miquela,Kimmie,Orlando Magic,23,73.95,56.25,87.63,44.03,78.51,97.84
Kate,Sophronia,Detroit Pistons,25,38.6,13.48,27.63,50.21,6.86,4.57
Emma,Isacco,Memphis Grizzlies,28,3.48,48.7,35.56,29.23,38.6,11.36
Babita,Heidt,Portland Trail Blazers,29,76.88,31.71,73,46.58,27.62,28.34
Tonia,Raffo,Indiana Pacers,19,21.88,24.42,99.79,46.04,39.67,23.68
Ethel,Si,Houston Rockets,23,32.16,97.61,76.03,21.51,83.32,56.36
Farrah,Clywd,New Orleans Pelicans,23,20.86,59.43,76.13,92.63,86.05,11.45
Leanna,Vacuva,Utah Jazz,30,8.99,83.48,38.76,34.52,49.35,42.29
Elora,Fiester,New Orleans Pelicans,24,51.49,66.56,31.49,74.82,74.88,91.75
Jere,Othilia,Chicago Bulls,19,42.96,1.55,44.01,49.35,46.66,90.57
Anthia,Nelsen,LA Clippers,23,61.46,13.54,64.6,39.1,4.91,22.14
Carilyn,Plato,Cleveland Cavaliers,25,62.44,41.09,19.47,94.41,13.9,19.5
Joeann,Trey,New Orleans Pelicans,24,48.58,74.38,63.57,12.57,33.87,15.5
Mureil,Millda,Atlanta Hawks,23,96.82,82.84,23.9,28.67,61.51,58.75
Ashlee,Means,Orlando Magic,27,71.46,5.33,44.96,5.46,43.24,65.22
Kirbee,Ries,LA Clippers,23,64.85,17.69,83.17,1.28,84.45,58.32
Calla,Jammal,Houston Rockets,26,70.18,93.65,63.39,39.97,2.2,56.42
Dulcinea,Swanhildas,San Antonio Spurs,18,25.46,24.25,12.92,71.31,89.83,1.38
Nelle,Ietta,Golden State Warriors,27,11.81,23.05,82.52,98.95,8.39,2.55
Lorenza,Urias,Atlanta Hawks,27,85.7,52.6,76.52,80.04,41.81,30.36
Roz,Bivins,Oklahoma City Thunder,20,47.63,13.05,36.44,9.92,84.21,95.74
Tani,Justinn,Philadelphia 76ers,24,46.72,96.91,81.76,89.16,19.47,60.63
Tilly,Tjon,New York Knicks,26,33.55,54.89,91.1,48.18,2.67,34.35
Ilse,Lay,Detroit Pistons,19,86.72,58.34,75.5,60.87,16.19,8.25
Delilah,Mich,Detroit Pistons,23,52.56,47.65,78.85,34.09,97.02,23.85
Binny,Armanda,Brooklyn Nets,27,86.12,47.63,42.18,87.94,57.28,6.32
Charmaine,Natalia,Memphis Grizzlies,23,8.79,61.94,15.97,41.68,11.76,56.9
Carol-Jean,Hoenack,New Orleans Pelicans,21,64.94,85.78,76.54,19.16,37.52,1.82
Norine,Bashemeth,San Antonio Spurs,30,44.21,44.97,19.85,76.54,89.41,33.01
Eugine,Kazimir,Minnesota Timberwolves,21,54.81,88.73,94.31,54.11,64.88,31.62
Rosene,Kirstin,Chicago Bulls,19,56.98,2.75,30.56,53.86,54.73,50.27
Emmey,Germann,Minnesota Timberwolves,29,51.8,92.06,67.9,9.74,17.73,39.53
Sara-Ann,Cohdwell,Miami Heat,22,32.78,55.35,53.33,46.7,1.85,50.55
Oralee,Evangelia,Phoenix Suns,28,92.97,55.35,23,45.42,59.52,60.76
Sharlene,Camden,Sacramento Kings,24,59.58,72.07,11.94,89.69,8.06,87.66
Robbi,Darbie,Cleveland Cavaliers,23,61.81,89.41,84.36,80.25,58.05,10.65
Dorene,Leffen,Charlotte Hornets,27,5.25,63.91,37.59,88.3,71.63,16.26
Morganica,Cristi,Utah Jazz,29,80.52,25.01,96.06,28.94,5.81,75.22
Michaelina,Amand,New York Knicks,22,72.91,34.13,25.08,89.75,2.31,96.07
Monika,Baylor,Oklahoma City Thunder,25,75.16,78.32,54.01,83.36,49.18,26.56
Janenna,Corabella,Atlanta Hawks,26,50.05,78.12,25.5,93.07,60.78,69.18
Abbie,Kellby,Minnesota Timberwolves,25,44.7,51.57,20.63,61.7,54.54,31.74
Maridel,Konyn,San Antonio Spurs,18,19.82,28.42,22.97,61.29,95.66,15.58
Nariko,Nickola,Atlanta Hawks,27,48.67,79.04,22.71,37.98,20.59,63.15
Shel,Gherardo,New York Knicks,28,51.14,80.99,73.44,95.66,7.08,33.3
Mara,Zetta,Chicago Bulls,27,61.06,52.66,25.14,19.98,19.52,40.94
Shauna,Colyer,Philadelphia 76ers,26,89.06,46.47,24.08,54.2,34.87,70.74
Selia,Timon,Utah Jazz,29,13.17,82,78.38,20.04,56.71,61.15
Carlie,Tyson,Sacramento Kings,21,20.22,19.15,28.19,77.43,89.35,51.38
Alyssa,Katrine,Philadelphia 76ers,30,60.86,20.93,32.26,80.17,98.9,42.77
Tami,Jalbert,Philadelphia 76ers,22,52.41,44.29,11.81,56.07,50.8,9.17
Marinna,Burkle,Sacramento Kings,22,88.24,94.5,83.27,91.12,92.76,74.74
Aeriela,Vanni,New Orleans Pelicans,26,1.24,29.94,66.95,14.03,3.7,28.71
Beatriz,Lunsford,Denver Nuggets,18,8.56,10.45,4.42,67.5,65.01,31.73
Gavrielle,Alexandr,Golden State Warriors,25,71.86,51.74,70.34,59.01,54.66,97.32
Lenna,Elvyn,Brooklyn Nets,24,37.66,67.21,30.83,70.26,16.01,17.52
Rani,Burnside,Miami Heat,26,24.67,67.19,30.81,34.61,62.72,95.87
Rayna,Lowry,Phoenix Suns,26,70.33,64.61,50.88,4.46,28.13,42.38
Florie,Berriman,Houston Rockets,26,29.97,4.2,44.97,6.91,85.6,15.94
Lolita,Kannry,Washington Wizards,19,85.81,7.03,73.66,81.64,44.93,71.13
Cristine,Ball,Houston Rockets,21,71.13,31.75,68.62,17.24,64.5,97.96
Carilyn,Lamoree,Chicago Bulls,18,69.72,42.74,37.18,2.54,53.32,85.01
Ebonee,Bari,Denver Nuggets,18,31.03,49.47,56.9,7.83,41.34,53.61
Fayre,Gwenore,Orlando Magic,25,49.75,81.35,70.47,11.69,85.15,89.12
Stephanie,Obed,Philadelphia 76ers,25,18.23,31.46,29.72,71.54,79.91,98.39
Dede,Palocz,Phoenix Suns,24,91.09,65.33,84.28,10.37,87.9,45.61
Zsa Zsa,McClimans,Miami Heat,29,60.13,67.04,95.41,11.64,30.45,22.41
Mildrid,Norvol,Golden State Warriors,22,10.69,6.17,3.23,44.18,35.49,60.4
Jaime,Ashok,San Antonio Spurs,24,92.96,35.85,22.95,53.38,54.37,19.51
Mahalia,Bebe,Miami Heat,22,80.85,57.18,67.73,35.41,34.72,92.83
Jobi,Kronfeld,Oklahoma City Thunder,26,93.13,26.65,29.5,6.14,60.67,86.64
Clementine,Markman,Chicago Bulls,30,84.28,52.59,49.52,48.62,51.12,88.58
Sharlene,Goldina,Indiana Pacers,21,85.36,22.38,56.19,53.26,67.52,56.64
Correy,Leifeste,,22,87.31,13.54,96.79,48.57,18.13,39.66
Goldie,Konyn,Chicago Bulls,24,57.08,76.52,73.51,53.57,79.41,65.39
Violet,Abbot,Dallas Mavericks,27,81.4,11.37,88.49,64.75,89.18,95.3
Molli,Sancho,Chicago Bulls,18,49.59,89.99,14.84,87.26,82.02,83.75
Ofilia,Hermes,Oklahoma City Thunder,21,20.8,72.61,81.5,87.01,68.43,12.74
Gwenneth,Philipp,Detroit Pistons,20,88.03,10.81,59.53,60.67,80.57,45.02
Beatriz,Cath,Cleveland Cavaliers,28,35.85,85.58,58.59,18.25,56.29,59.73
Berget,Vastah,Washington Wizards,25,25.15,39.79,25.72,29.32,85.33,30.17
Jessamyn,Judye,Portland Trail Blazers,23,37.26,27.64,78.17,20.45,13.63,81.2
Gilda,Silvan,Milwaukee Bucks,26,15.97,70.22,11.42,27.89,86.1,6.2
Melodie,Dosia,Detroit Pistons,26,56.51,27.67,98.94,58.23,26.04,52.3
Jinny,Constancy,Chicago Bulls,19,21.31,37.51,11.04,73.41,78.84,68.97
Shaine,Sothena,Boston Celtics,25,56.18,34.78,4.67,35.82,87.28,13.24
Frank,Markman,Sacramento Kings,29,26.9,45.13,37.54,88.04,90.68,56.59
Belva,Lorain,Portland Trail Blazers,22,79.9,72.94,60.39,28.11,74.35,63.06
Ayn,Norvol,Boston Celtics,24,97.77,83.24,59.19,93.53,43.38,85.65
Tina,Seessel,Indiana Pacers,24,67.46,40.95,61.59,68.81,26.33,21.5
Madalyn,Hoenack,Utah Jazz,18,18.07,90.44,99.91,59.33,52.47,5.99
Raf,Kevon,Denver Nuggets,28,18.01,69.83,80.31,39.09,52.55,32.08
Ada,Harday,Portland Trail Blazers,28,58.5,13.75,14.16,79.48,14.7,67.87
Iseabal,Simmonds,LA Clippers,24,26.4,25.7,3.64,10.39,17.35,11.64
Lynde,Regan,,18,39,72.44,89.7,24.86,50.07,52.99
Jean,Flita,Houston Rockets,23,36.04,14.3,9.1,40.95,55.81,53.85
Mildrid,Kare,Phoenix Suns,21,37.57,23.86,26.94,73.54,83.51,76.86
Annecorinne,Iiette,Orlando Magic,19,98.8,49.21,8.94,44.46,58.52,71.19
Cathyleen,Artie,Washington Wizards,29,15.17,42.48,60.46,10.5,30.29,57.98
Bee,Roumell,Chicago Bulls,23,80.17,56.25,53.52,73.01,27.06,20.57
Ermengarde,Naashom,Cleveland Cavaliers,21,31.33,23.95,9.79,24.88,59.28,44.66
Dacia,Barbey,Detroit Pistons,21,41.1,80.79,41.95,50.32,75.35,98.66
Bobbi,Dituri,Denver Nuggets,18,40.01,94.68,59.68,77.3,5.16,67.21
Deedee,Halsey,Sacramento Kings,22,77.2,93.5,30.89,31.97,38.44,58.28
Ayn,Hilbert,Memphis Grizzlies,18,69.57,7.18,11.21,98.92,46.53,75.62
Nyssa,Loring,New York Knicks,23,99.17,54.58,10.13,85.95,71.21,14.73
Konstance,Silvan,Charlotte Hornets,21,77.46,82.18,32.24,90.48,2.51,74.4
Halette,Wilkinson,Denver Nuggets,21,46.84,59.15,24.42,55.57,53.54,38.14
Bobinette,Tillford,Minnesota Timberwolves,22,68.11,14.62,66.97,35.14,52.35,3.37
Tybie,Donell,Philadelphia 76ers,20,24.48,87.86,13.35,28.88,89.56,49.57
Abbie,Rodmann,Milwaukee Bucks,29,7.26,99.29,76.23,71.78,62.37,40.56
Alyda,Stacy,Orlando Magic,27,3.53,82.55,4.79,82.98,73.22,3.95
Kore,Thad,Atlanta Hawks,26,31.28,41.14,79.27,16.39,74.03,65.36
Rivalee,Joeann,Detroit Pistons,29,40.09,37.9,81.62,22.46,46.11,40.41
Aaren,Hourigan,New York Knicks,28,68.34,12.04,56.31,14.02,93.71,34.56
Kelly,Ivens,Memphis Grizzlies,20,41.26,24.64,20.4,55.6,37.17,54.85
Brandise,Gilmour,Washington Wizards,18,99.44,77.13,7.43,55.44,11.06,13.4
Rosene,Nicoline,Toronto Raptors,19,3.4,16.61,8.33,95.13,63.32,95.52
Elie,Vary,Detroit Pistons,23,19.52,13.7,74.95,85.04,12.66,6.8
Tami,Delp,Orlando Magic,30,1.27,97.88,57.02,97.36,24.76,42.06
Aili,Madelene,Charlotte Hornets,27,55.65,68.62,23.93,66.9,51.51,73.78
Yolane,Hermes,LA Clippers,23,13.11,69.23,50.54,61.96,74.52,47.33
Tybie,Tomasina,Philadelphia 76ers,28,79.62,16.88,18.08,22.03,58.68,29.46
Raquela,Tillford,New Orleans Pelicans,22,56.14,45.74,70.72,34.32,45.42,25.01
Merrie,Emmaline,Milwaukee Bucks,26,52.75,36.13,33.32,5.2,81.5,96.75
Vere,Raimondo,Utah Jazz,29,19.17,33.17,18.83,94.73,16.65,24.61
Noelle,Wandie,Portland Trail Blazers,21,2.84,23.2,18.13,78,19.52,33.91
Gabriellia,Beniamino,Houston Rockets,21,80.53,29.85,47.38,34.88,80.15,33.79
Gilda,Fredi,Miami Heat,29,25.24,90.68,7.78,72.77,4.42,89.56
Eugine,Aurelio,Portland Trail Blazers,19,46.42,35.8,92.7,77.07,5.15,55.91
Dede,Longfellow,Indiana Pacers,28,36.37,86.22,58.25,37.35,14.41,76.62
Bobbi,Fosque,San Antonio Spurs,28,6.48,4.53,19.73,26.99,31.62,11.1
Brandise,Maurine,Charlotte Hornets,28,59.58,89.48,94.5,49.08,34.18,25.38
Annice,Erich,Milwaukee Bucks,27,6.28,28.17,55.51,31.11,44.82,2.73
Catharine,Haymes,Phoenix Suns,21,1.31,15.44,48.72,96.15,64.32,83.48
Judy,Gherardo,LA Clippers,27,39.22,10.27,83.89,44.89,54.35,35.19
Ottilie,McNully,Miami Heat,30,57.7,51.52,27.49,84.22,32.75,75.35
Danny,Pelagias,LA Clippers,19,45.15,83.1,27.6,23.86,61.14,26.98
Bibby,Tiffa,Philadelphia 76ers,20,99.26,99.48,40.09,35.06,93.82,10.91
Gaylene,Danby,LA Clippers,25,55.21,56.73,54.29,97.79,24.62,9.94
Etta,Lesley,Utah Jazz,22,72.74,4.35,86.88,21.56,30.78,99.43
Collen,Hewitt,LA Clippers,21,79.5,38.43,86.31,44.67,4.3,77.65
Tybie,Ummersen,Los Angeles Lakers,25,93.67,36.11,24.53,52.55,58.58,96.53
Sara-Ann,Fiester,Chicago Bulls,23,88.65,63.11,78.35,31.48,45.96,79.41
Jsandye,Kirstin,Los Angeles Lakers,19,79.36,60.57,27.97,57.07,4.31,7.6
Tera,Sundin,Golden State Warriors,18,78.92,33.5,44.62,25.08,91.38,7.3
Vivia,Annabella,Portland Trail Blazers,20,16.79,18.49,65.14,68.2,33.4,52.97
Kittie,Screens,Boston Celtics,30,46.23,17.29,2.92,77.52,26.67,65.71
Calla,Publia,Portland Trail Blazers,20,76.55,76.88,92.87,35.48,79.32,77.39
Kalina,Viddah,Houston Rockets,23,60.64,47.85,32.28,81.57,86.57,92.82
Kassey,Blase,Cleveland Cavaliers,21,16.29,12.05,56.9,44.83,36.68,96.16
Ardeen,Voletta,Philadelphia 76ers,18,21.52,74.89,30.65,80.67,15.01,34.87
Lindie,Latini,Golden State Warriors,18,51.51,50.55,17.64,93.05,87.38,63.4
Joy,Minetta,New Orleans Pelicans,21,57.92,40.76,40.66,15.57,93.34,98.94
Noelle,Schwejda,New York Knicks,19,28.78,65.94,43.34,57.25,28.01,39.04
Cherrita,Jethro,Orlando Magic,28,58.8,22.13,51.58,37.16,4.63,81.33
Jackie,Aloise,Oklahoma City Thunder,21,77.59,60.1,87.75,51.19,42.17,87.93
Paulita,Cimbura,Detroit Pistons,27,19.97,24.16,85.65,29.51,76.48,54.08
Lacie,Susannah,San Antonio Spurs,18,20.99,34.23,34.34,32.74,93.19,6.44
Kirbee,Rooney,Boston Celtics,27,21.91,56.05,52.49,52.82,27.86,89.08
Mara,Simmonds,Utah Jazz,25,4.18,32.46,1.93,22.87,67.5,2.59
Leontine,Berne,New York Knicks,25,31.02,85.4,58.29,43.03,59.07,17.36
Lanna,Geffner,Boston Celtics,27,60.47,8.51,49.01,78.31,34.41,62.98
Kore,Revkah,Minnesota Timberwolves,19,13.58,41.25,66.17,40.73,34.52,74.08
Jenda,Raffo,Brooklyn Nets,25,83.64,59.48,16.4,43.77,90.78,36.03
Linet,Fry,Boston Celtics,20,49,86.36,21.95,38.17,25.95,39.23
Gertrud,Secrest,Indiana Pacers,28,30.37,65.2,91.26,56.83,4.47,22.33
Emma,Sadowski,New York Knicks,22,55.71,82.94,11.74,36.93,84.7,28.59
Farrah,Adalbert,Detroit Pistons,18,70.18,59.31,6.03,74.62,68.41,17.78
Ashlee,Devlen,Memphis Grizzlies,18,98.18,59.96,76.03,5.95,66.39,26.73
Yolane,Nicoline,Houston Rockets,18,72.41,60.29,22.96,82.47,46.55,82.57
Demetris,Cohdwell,Toronto Raptors,24,53,79.72,71.75,65.93,20.92,83.05
Elvira,Penelopa,Sacramento Kings,20,55.83,95.87,79.9,49.68,55.46,39.72
Marika,Carolin,Los Angeles Lakers,22,1.89,98.25,1.39,99.56,73.61,31.89
Marleah,Raama,Orlando Magic,23,65.1,21.68,93.97,9.73,53.97,57.59
Melodie,McGrody,Golden State Warriors,28,30.42,94.72,25.14,22.85,94.25,40.57
Tilly,Lorenz,Miami Heat,28,2.62,60.05,27.06,77.32,70.58,65.23
Ariela,Maurine,Utah Jazz,28,20.04,23.4,20.62,65.02,62.68,67.28
Fanchon,Liebermann,Washington Wizards,21,5.28,63.8,36.86,9.58,71.99,22.23
Jsandye,Kermit,Memphis Grizzlies,18,46.94,65.87,16.52,97.51,29.32,71.2
Flory,Aldric,Golden State Warriors,26,30.08,92.32,11.35,91.32,65.52,9.15
Dorice,Travax,Miami Heat,26,63.11,29.31,72.47,31.94,96.06,39.88
Emma,Francyne,Minnesota Timberwolves,29,28.31,27.87,62.03,29.88,6.95,76.08
Allis,Geffner,Miami Heat,21,24.52,86.57,65.53,74.86,42.88,10.31
Juliane,Doig,Charlotte Hornets,24,51.33,57.19,10.36,72.55,64.91,90.49
Valli,Lunsford,New Orleans Pelicans,30,92.17,29,7.13,57.18,29.1,7.89
Lilith,Genna,Atlanta Hawks,23,98.93,42.32,21.72,96.24,80.35,12.59
Jere,Jethro,Los Angeles Lakers,20,87.08,79.53,13.91,88.49,55.62,86.37
Sadie,Hachmin,Miami Heat,26,42.68,73.41,40.08,86.53,96.05,36.58
Perry,Daniele,Atlanta Hawks,23,71.18,74.96,45.63,55.37,67.56,20.39
Mariann,Adalbert,Los Angeles Lakers,26,82.72,49.6,21.81,37.38,62.06,95
Margalo,Malina,Milwaukee Bucks,25,89.84,27.3,28.75,41.4,32.81,52.64
Nyssa,Maisey,Oklahoma City Thunder,26,17.64,91.24,23.36,33.72,71.79,90.08
Melina,Sherrie,Cleveland Cavaliers,24,22.48,94.29,93.78,15.72,26.6,67.16
Wileen,Modie,Cleveland Cavaliers,24,70.13,58.76,49.59,53.27,47.88,29.01
Kalina,Carlson,Golden State Warriors,23,92.63,85.08,99.83,3.35,54.42,8.47
Heida,Orlene,Utah Jazz,29,35.65,79.06,56.65,27.65,33.64,91.66
Bernie,Podvin,San Antonio Spurs,28,19.6,71.3,24.37,71.68,97.07,66.83
Hayley,Helfand,Indiana Pacers,27,13.99,79.68,68.78,8.45,6.54,92.22
Nananne,Herrera,Milwaukee Bucks,27,12.22,97.47,10.4,45.2,78.68,97.75
Tierney,Tacye,San Antonio Spurs,24,32.67,53.46,22.31,4.67,81.76,23.34
Penelopa,Greyson,Detroit Pistons,18,3.79,82.83,8.21,49.45,44.53,90.75
Tamqrah,Dulciana,Dallas Mavericks,29,53.54,51.77,86.05,69,94.22,39.77
Elka,Kathie,Dallas Mavericks,29,83.39,10.57,66.83,47.5,99.05,71.29
Eugine,Bronk,Houston Rockets,21,2.08,70.93,36.76,34.02,83.78,39.35
Aurelie,Skell,Portland Trail Blazers,21,39.68,90.52,52.02,19.49,55.05,33.39
Ronna,Kress,Minnesota Timberwolves,22,72.26,98.72,22.82,36.03,76.28,19.81
Aeriela,Seligman,San Antonio Spurs,18,84.89,7.4,83.37,62.47,79.54,39
Iseabal,Stilwell,Milwaukee Bucks,26,70.76,73.13,61.24,6.54,92.91,38.47
Justinn,Burkle,Portland Trail Blazers,28,80.95,94.2,62.97,90.68,49.72,42.53
Madalyn,Linskey,Dallas Mavericks,28,68.73,63.58,10.44,11.62,69.55,5.45
Chastity,Rossner,Atlanta Hawks,27,90.99,94.85,20.48,75.7,69.61,60.2
Meg,Pearse,Dallas Mavericks,22,76.31,57.58,59.02,19.83,60.44,73.27
Janey,Brotherson,Portland Trail Blazers,27,9.89,18.82,51.72,45.59,73.5,83.32
Lonnie,Audly,New York Knicks,30,45.65,89.45,91.58,38.78,44.51,14.52
Lucille,Beniamino,Houston Rockets,26,12.34,62.12,73.36,73.46,45.61,47.9
Georgetta,Hortensia,Indiana Pacers,18,41.7,67.04,80.44,25.95,13.47,9.19
Kaja,Ietta,Milwaukee Bucks,23,76.26,76.83,64.47,2.91,69.79,29.93
Sharlene,Grobe,Dallas Mavericks,30,44.82,70.51,90.7,22.14,55.46,93.78
Marylou,Boycey,Los Angeles Lakers,18,14.17,32.97,23.55,27.24,45.96,79.65
Laurene,Anestassia,Washington Wizards,22,98.87,12.97,19.14,71.45,79.74,14.26
Stevana,Eckblad,Indiana Pacers,23,82.35,19.49,84.5,75.4,61.81,70.84
Atlanta,Anton,San Antonio Spurs,23,18.38,79.91,11.44,91.12,54.93,39.19
Selma,Anyah,Golden State Warriors,21,67.06,80.98,60.15,28.19,42.56,82.65
Ricky,Yate,Los Angeles Lakers,24,99.74,52.63,49.23,45.68,38.83,11.32
Gloria,Allina,Orlando Magic,27,77.91,6.38,40.42,86.27,50.96,61.71
Kellen,Hubert,New Orleans Pelicans,22,4.88,57.32,91,91.99,94.96,70.57
Lexine,Francyne,Detroit Pistons,30,49.31,92.25,8.28,44.95,2.34,33.37
Bernardine,Georas,LA Clippers,29,62.46,23.67,65.56,65.82,66.53,90.95
Raina,Faro,Utah Jazz,24,72.45,94.29,77.47,39.01,61.05,56.39
Brana,Sikorski,Brooklyn Nets,30,6.58,51.02,53.9,58.54,98.03,81.43
Minne,Rosette,Brooklyn Nets,21,32.28,67.91,60.2,54.47,96.72,77.68
Gabi,Holtz,Orlando Magic,20,8.53,77.07,82.47,8.28,61.27,46.02
Bibby,Campball,Miami Heat,25,40.76,28,65.8,25.17,48.42,76.24
Aurelie,Bury,Charlotte Hornets,18,38.97,85.01,55.47,74.65,75.11,5.78
Gavrielle,Anderea,Indiana Pacers,19,39.35,40.96,8.94,50.84,45.51,77.74
Joeann,Maples,Philadelphia 76ers,18,50.73,76.12,55.73,83.49,31.85,2.97
Danika,Tacye,Miami Heat,26,52.27,2.61,16.24,97.55,45,93.51
Anallese,Fleeta,Los Angeles Lakers,20,54.83,19.18,57.42,14.4,67.25,79.35
Collen,Hubert,Orlando Magic,29,67.92,52.29,5.65,18.57,23.82,25.12
Barbara,Stevy,Utah Jazz,27,60.66,50.44,39.9,69.11,10.49,11.46
Beverley,Zenas,Cleveland Cavaliers,22,96.98,70.05,63.01,38.85,77.53,64.16
Jenda,Lemuela,Houston Rockets,27,6.38,32.72,16,46.3,66.3,62.82
Meghann,Bord,Memphis Grizzlies,26,59.19,71.58,43.6,85.28,33.49,7.4
Marline,Melony,Dallas Mavericks,21,52.2,82.57,45.69,86.79,4.13,32.48
Anestassia,Shelba,Atlanta Hawks,21,14.71,12.64,14.02,12.41,69.13,84.04
Kirbee,Moseley,Atlanta Hawks,25,24.14,67.52,44.72,31.22,10.36,97.39
Lanna,Cookie,Cleveland Cavaliers,27,75.55,84.48,53.93,89.23,35.55,37.99
Roslyn,Drus,LA Clippers,27,84.28,57.66,57.02,15.82,30.19,26.85
Cam,Ammann,Miami Heat,30,79.6,15.2,44.67,75.52,18.9,47.85
Fidelia,Haymes,Philadelphia 76ers,21,2.29,56.52,65.63,47.51,43.8,27.54
Adore,Helfand,Golden State Warriors,18,57.91,80.22,96.07,38.74,52.76,8.4
Marleah,Christal,New Orleans Pelicans,23,14.47,20.37,73.56,25.77,53.89,58.91
Steffane,Ursulette,Cleveland Cavaliers,19,50.48,64.82,47.7,38.81,48.42,86.39
Ketti,Zina,Sacramento Kings,18,10.29,85.52,53.86,12.06,66.44,92.29
Mellicent,Fulmer,Memphis Grizzlies,25,96.06,6.25,92.13,28.15,69.4,66.8
Libbie,Dichy,Golden State Warriors,23,7.12,26.85,3.54,51.18,80.42,48.64
Jere,Sheedy,Charlotte Hornets,28,37.17,6.6,36.32,67.04,58.52,11.18
Jessy,Rodmann,Toronto Raptors,28,37.1,54.64,62.61,8.33,63.2,33.85
Selia,Lubin,Toronto Raptors,19,47.65,28.95,41.37,90.76,21.91,81.93
Anthia,Madox,San Antonio Spurs,24,7.78,44.05,34.09,34.89,79.98,73.12
Linzy,Ardeha,Houston Rockets,19,95.78,8.69,21.94,38.81,47.94,73.46
Juliane,Jefferey,Cleveland Cavaliers,20,12.63,58.66,47.37,41.87,69.29,64.33
Suzette,Travax,Orlando Magic,23,6.32,44.77,12.65,33.62,34.46,94.82
Lilith,Shanley,Houston Rockets,22,51.81,60.25,15.09,90.7,41.93,66.93
Elie,Kussell,Minnesota Timberwolves,23,13.01,91.74,98.27,92.11,95.06,35.59
Ursulina,Schwejda,Oklahoma City Thunder,21,71.32,98.07,76.74,43.75,66.18,42.94
Rozele,Autrey,Charlotte Hornets,23,13.67,57.03,75.18,61.78,70.84,94.36
Sallie,Pearse,Washington Wizards,19,23.43,1.93,47.55,93.59,6.32,7.33
Carol-Jean,Talia,Los Angeles Lakers,29,21.1,27.47,42.83,53.11,88.1,50.08
Tiffie,Jacqui,Utah Jazz,23,50.22,25.36,58.79,34.84,79.09,13.12
Kathy,Wandie,Portland Trail Blazers,26,16.91,21.78,9.4,97.05,96.22,96.79
Mildrid,Guildroy,Philadelphia 76ers,26,49.23,38.01,30.64,28.68,69.33,78.68
Lanae,Tarrant,Orlando Magic,20,55.01,22.85,68.7,19.03,37.92,61.7
Britni,Kalinda,Houston Rockets,24,87.38,22.42,87.9,23.34,67.57,64.19
Xylina,Audly,Portland Trail Blazers,19,69.36,56.07,48.41,81.78,12.88,10.17
Corina,Wilkinson,Memphis Grizzlies,24,49.45,74.76,38.22,67.58,21.06,70.64
Edyth,Cavan,Milwaukee Bucks,18,7.75,94.22,84.75,12.95,78.03,45.98
Gwyneth,Colyer,Portland Trail Blazers,18,31.81,32.68,30.97,70.8,62.89,96.2
Jemie,Eliathas,Brooklyn Nets,23,99.2,76.37,20.58,43.3,47.12,94.96
Elfreda,Elsinore,Washington Wizards,19,86.39,68.6,53.84,32.01,40.49,98.95
Robinia,Ciapas,Utah Jazz,23,11.38,58.96,75.22,12.3,27.39,9.92
Beth,Oneida,Chicago Bulls,26,39.67,5.24,23.44,30.48,7.86,15.1
Heddie,Dreda,Denver Nuggets,25,63.07,31.37,57.22,49.21,10.24,86.05
Alameda,Alisia,New York Knicks,20,14.87,18.38,61.54,58.89,54.6,40.66
Sarette,Shuler,Denver Nuggets,28,81.1,38.65,27.03,17.28,9.62,60.4
Barbi,Jena,Dallas Mavericks,27,43.28,83.23,44.73,14.86,75.21,29.83
Kathi,Erlandson,Detroit Pistons,21,97.76,62.39,32.79,69.46,58.01,4.18
Dianemarie,Ledah,Philadelphia 76ers,19,66.17,22.9,37.97,68.83,76.23,11.9
Yolane,Salvidor,Denver Nuggets,22,76.45,71.02,38.17,66.53,96.72,71.95
Addia,Malina,Indiana Pacers,19,85.78,73.87,79.03,17.89,85.14,76.2
Emylee,Guildroy,LA Clippers,23,17.21,29.61,52.2,34.27,15.41,20.16
Valli,Jacqui,New Orleans Pelicans,21,6.92,2.53,10.62,90.68,93.39,99.38
Ingrid,Old,Portland Trail Blazers,24,60.23,68.08,17.73,82.95,20.41,74.69
Gisela,Ricarda,Denver Nuggets,18,66.48,95.78,41.14,94.87,40.28,44.98
Laurene,Ariella,New Orleans Pelicans,24,17.5,79.12,77.2,66.11,2.11,13.09
Keelia,Borrell,Oklahoma City Thunder,28,42.73,1.65,66.6,11.12,53.32,17.61
Aigneis,McGrody,Oklahoma City Thunder,24,51.97,15.75,26.37,23.26,55.49,17.5
Laure,Kannry,Detroit Pistons,20,85.7,55.51,14.77,55.28,62.41,79.12
Reeba,Olympium,Washington Wizards,23,36.62,18.93,3.16,48.63,94.04,38.63
Marita,Irmine,Minnesota Timberwolves,20,37.13,25.73,81.93,10.02,38.66,6.09
Amalie,Oriana,New Orleans Pelicans,25,55.17,22.36,38.73,56.18,71.31,38
Tori,Zitvaa,Golden State Warriors,20,3.59,8.11,86.19,79.19,67.25,30.62
Adele,Gombach,Dallas Mavericks,27,43.77,72.54,91.52,50.37,75.49,26.6
